Turbo Title,Setup,Thread ID,Game ID,Winning Alignment,Villagers,Wolves
kermitfangame123 - [closedrandomXer game],closedrandomXer,47082,7376,Mafia,"['dev', 'AkaneSQ', 'Hallia', 'lol', 'pingers', 'notartzy', 'insomnia', 'torquepedoterror']","['baudib1', 'Garden Gnome']"
happy birthday matt - [closedrandomXer game],closedrandomXer,47087,7377,Mafia,"['pingers', 'tepig19283', 'matt', 'dev', 'notartzy', 'sOHiJK', 'Ceki', 'BigMenLover9923']","['AkaneSQ', 'baudib1']"
happy days see here again! - [closedrandomXer game],closedrandomXer,47096,7378,Town,"['dev', 'benneh', 'baudib1', 'sevenseas', 'Kajot', 'notartzy', 'AkaneSQ', 'Happy']","['pingers', 'lol']"
i want unlimited fudge and brownies - [closedrandomXer game],closedrandomXer,47100,7379,Mafia,"['dev', 'pingers', 'Happy', 'Spellblade', 'eepy', 'AkaneSQ', 'Ceki', 'lol']","['notartzy', 'Kajot']"
HI - [closedrandomXer game],closedrandomXer,47104,7380,Mafia,"['dev', 'notartzy', 'Kajot', 'Spellblade', 'AkaneSQ', 'lol', 'Laurentus', 'Fearless']","['pingers', 'baudib1']"
LOW ELO GAMING - [closedrandomXer game],closedrandomXer,47111,7382,Town,"['dev', 'notartzy', 'baudib1', 'sOHiJK', 'kurbo', 'Nilus', 'bystander']","['AkaneSQ', 'pingers']"
Automated turbo game thread: d44ae671-0fd5-40 - [closedrandomXer game],closedrandomXer,47116,7383,Draw,"['Sprigatito', 'Dark Forces', 'Butterr', 'Joe Bruin', 'The Turbo Team', 'Ex Lion Tamer', 'moppo', 'Big Ham, Mafia Goon']","['Abraham DeLacey', 'Thread Pull']"
ALSO JOIN ANNI RIGHT FUCKING MEOW OR ILL WANNA JUTS CRY AND  - [closedrandomXer game],closedrandomXer,47128,7386,Mafia,"['pingers', 'eepy', 'DoctorZeus', 'notartzy', 'Spellblade', 'Ceki', 'AkaneSQ', 'sOHiJK']","['Kajot', 'North Polarized']"
anni isnt happening. im not doing another fucking VT - [closedrandomXer game],closedrandomXer,47132,7387,Mafia,"['Spellblade', 'Purrito', 'Zack', 'jess', 'Laurentus', 'benneh', 'Intoner', 'annika_', 'torquepedoterror', 'pinguREFORMED', 'Visorslash', 'Dolby']","['baudib1', 'kurbo', 'Manny']"
read the op and learn ur mech or PERISH - [closedrandomXer game],closedrandomXer,47144,7390,Town,"['baudib1', 'matt', 'sax', 'Happy', 'Fury 325', 'Rockbert', 'Tutter', 'TacomaGlide747']","['Intoner', 'pinguREFORMED']"
Title of game thread - [closedrandomXer game],closedrandomXer,47149,7391,Town,"['sax', 'Intoner', 'pinguREFORMED', 'Dolby', 'Fury 325', 'matt', 'Happy', 'TacomaGlide747', 'Tutter', 'annika_']","['baudib1', 'funni boi', 'Rockbert']"
rip it and ship it - [joat10 game],joat10,47153,7392,Mafia,"['baudib1', 'pinguREFORMED', 'sax', 'Intoner', 'Tutter', 'how are giraffes real', 'reconspartan', 'AkaneSQ']","['matt', 'annika_']"
don't tunnel dande - [joat10 game],joat10,47157,7393,Mafia,"['sOHiJK', 'lol', 'baudib1', 'fires', 'AkaneSQ', 'Gira', 'annika_', 'matt']","['Xanjori', 'Laurentus']"
Automated turbo game thread: bc22232e-0b9b-4b - [closedrandomXer game],closedrandomXer,47172,7396,Town,"['sOHiJK', 'benneh', 'pinguREFORMED', 'dev', 'Happy', 'tepig19283', 'JoeBiden', 'Spellblade', 'annika_']","['odd_turnip', 'Intoner']"
Automated turbo game thread: db40c35a-0c2b-4e - [closedrandomXer game],closedrandomXer,47176,7397,Town,"['benneh', 'Spellblade', 'sOHiJK', 'tepig19283', 'dev', 'JoeBiden', 'Happy', 'annika_']","['pinguREFORMED', 'baudib1']"
John Biden - [closedrandomXer game],closedrandomXer,47180,7398,Town,"['Intoner', 'pinguREFORMED', 'Fury 325', 'baudib1', 'tepig19283', 'matt', 'JoeBiden', 'sevenseas']","['dev', 'Spellblade']"
annika scares me - [joat10 game],joat10,47189,7400,Town,"['dev', 'AkaneSQ', 'Intoner', 'baudib1', 'Illwei', 'null the lull', 'Akatsuki', 'pinguREFORMED']","['Fearless', 'annika_']"
suki makes u cry - [closedrandomXer game],closedrandomXer,47194,7401,Town,"['benneh', 'sOHiJK', 'matt', 'Intoner', 'Shmu', 'annika_', 'tepig19283', 'Decoy Duck']","['baudib1', 'torquepedoterror']"
dev can't rand a game - [closedrandomXer game],closedrandomXer,47198,7402,Mafia,"['dev', 'AkaneSQ', 'sOHiJK', 'pinguREFORMED', 'Intoner', 'matt', 'ladd', 'eepy']","['baudib1', 'odd_turnip']"
not a 13er - [closedrandomXer game],closedrandomXer,47203,7403,Mafia,"['dev', 'odd_turnip', 'marry', 'AkaneSQ', 'Zarathustra', 'Intoner', 'Xander Bly', 'baudib1']","['pinguREFORMED', 'sOHiJK']"
smh dz - [closedrandomXer game],closedrandomXer,47208,7404,Town,"['dev', 'baudib1', 'Intoner', 'DoctorZeus', 'bystander', 'Xander Bly', 'sevenseas', 'Illwei']","['AkaneSQ', 'pinguREFORMED']"
hey its me goku - [closedrandomXer game],closedrandomXer,47212,7405,Mafia,"['DoctorZeus', 'Intoner', 'pinguREFORMED', 'bystander', 'dev', 'tepig19283', 'Xander Bly', 'torquepedoterror']","['Happy', 'SSJBlueGoku__']"
Automated turbo game thread: f3af35b8-0129-44 - [closedrandomXer game],closedrandomXer,47217,7406,Town,"['Happy', 'tepig19283', 'Abraham DeLacey', 'DoctorZeus', 'matt', 'torquepedoterror', 'Visionary', 'Hallia', 'baudib1']","['dev', 'Spellblade']"
Automated turbo game thread: d1622d56-6d08-46 - [closedrandomXer game],closedrandomXer,47221,7407,Town,"['baudib1', 'Purrito', 'sOHiJK', 'Xander Bly', 'anne.', 'Happy', 'Intoner', 'annika_']","['benneh', 'torquepedoterror']"
no names in the title so no wolves - [closedrandomXer game],closedrandomXer,47227,7408,Town,"['baudib1', 'Happy', 'Xander Bly', 'Intoner', 'matt', 'benneh', 'SeriousMafiaPlayer', 'eepy']","['impulse', 'Tutter']"
haelo - [closedrandomXer game],closedrandomXer,47236,7409,Town,"['impulse', 'eepy', 'Zarathustra', 'lol', 'Intoner', 'matt', 'pinguREFORMED', 'sevenseas']","['AkaneSQ', 'bystander']"
zara is vig - [closedrandomXer game],closedrandomXer,47241,7410,Mafia,"['sOHiJK', 'Zarathustra', 'Night Vision', 'insomnia', 'AkaneSQ', 'Illwei', 'matt', 'Aeroyi']","['JoeBiden', 'bystander']"
torture - [closedrandomXer game],closedrandomXer,47245,7411,Mafia,"['baudib1', 'AkaneSQ', 'insomnia', 'pinguREFORMED', 'bystander', 'impulse', 'dPJokL', 'TwiceSkunk']","['Intoner', 'Aeroyi']"
yay achro game - [closedrandomXer game],closedrandomXer,47253,7412,Mafia,"['Happy', 'baudib1', 'benneh', 'pinguREFORMED', 'Intoner', 'Night Vision', 'insomnia', 'Lukeh']","['Spellblade', 'SeriousMafiaPlayer']"
Automated turbo game thread: db7a68bf-7883-4a - [joat10 game],joat10,47258,7413,Town,"['pinguREFORMED', 'Intoner', 'dev', 'Night Vision', 'CutenessOverload', 'Happy', 'annika_', 'gamer']","['reconspartan', 'Spellblade']"
Idk lets have a fun game - [joat10 game],joat10,47273,7416,Town,"['baudib1', 'Gira', 'Intoner', 'tepig19283', 'annika_', 'deine mudda', 'Night Vision', 'gamer']","['AkaneSQ', 'fires']"
Title of game thread - [closedrandomXer game],closedrandomXer,47290,7420,Mafia,"['insomnia', 'Spellblade', 'dev', 'Intoner', 'tepig19283', 'pinguREFORMED', 'kurbo', 'alig']","['sOHiJK', 'benneh']"
ate = villa - [closedrandomXer game],closedrandomXer,47296,7421,Town,"['pinguREFORMED', 'dev', 'kurbo', 'Intoner', 'Spellblade', 'Illwei', 'insomnia', 'tepig19283']","['sOHiJK', 'benneh']"
still at work - [closedrandomXer game],closedrandomXer,47300,7422,Town,"['pinguREFORMED', 'benneh', 'Illwei', 'Spellblade', 'sOHiJK', 'CutenessOverload', 'Zarathustra', 'Intoner']","['kurbo', 'RunRunRudolph']"
started - [closedrandomXer game],closedrandomXer,47307,7423,Town,"['tepig19283', 'Trixie Mattel', 'pinguREFORMED', 'gori', 'Ribbit', 'Illwei', 'Pelipper', 'Aeroyi']","['Intoner', 'sOHiJK']"
Automated turbo game thread: bcc47467-8387-44 - [closedrandomXer game],closedrandomXer,47313,7424,Mafia,"['kurbo', 'matt', 'Intoner', 'BigMenLover9923', 'benneh', 'Purrito', 'sOHiJK', 'SeriousMafiaPlayer', 'Strawberry_Finch', 'Dolby']","['Tutter', 'ShortQueenSlay', 'tepig19283']"
finally a turbo - [closedrandomXer game],closedrandomXer,47330,7426,Mafia,"['Pelipper', 'Intoner', 'AkaneSQ', 'Kajot', 'kurbo', 'Gira', 'deine mudda', 'Real Purr']","['insomnia', 'Xanjori']"
Automated turbo game thread: e83b131c-6d1b-44 - [closedrandomXer game],closedrandomXer,47334,7427,Town,"['kurbo', 'Ceki', 'matt', 'Intoner', 'Kajot', 'insomnia', 'impulse', 'SeriousMafiaPlayer']","['Zarathustra', 'Xanjori']"
Title of game thread - [closedrandomXer game],closedrandomXer,47339,7428,Mafia,"['The Penguin', 'dev', 'AkaneSQ', 'Kajot', 'Spellblade', 'impulse', 'insomnia', 'matt']","['gori', 'sOHiJK']"
Automated turbo game thread: 38298d9c-869b-4d - [closedrandomXer game],closedrandomXer,47345,7429,Town,"['Happy', 'Illwei', 'Aeroyi', 'Trixie Mattel', 'Pelipper', 'matt', 'Spellblade', 'CutenessOverload']","['dev', 'AkaneSQ']"
turby revival - [closedrandomXer game],closedrandomXer,47467,7450,Town,"['AkaneSQ', 'Ty4on', 'Ceki', 'Jaleb', 'odd_turnip', 'bystander', 'marry', 'sOHiJK', 'Strawberry_Finch', 'rawr x3 nya uwu']","['benneh', 'Spellblade', 'Joey617']"
Automated turbo game thread: 10194152-a673-48 - [closedrandomXer game],closedrandomXer,47476,7452,Mafia,"['matt', 'SheepButGood', 'pinguREFORMED', 'Intoner', 'wangalang', 'AkaneSQ', 'baudib1', 'eepy']","['Happy', 'Pelipper']"
i a round anime girl - [closedrandomXer game],closedrandomXer,47480,7453,Mafia,"['pinguREFORMED', 'Intoner', 'wangalang', 'Happy', 'Strawberry_Finch', 'AkaneSQ', 'Variance', 'soopimus']","['Pelipper', 'FrostFlame']"
Automated turbo game thread: d25562c3-c04f-4c - [closedrandomXer game],closedrandomXer,47484,7454,Mafia,"['Variance', 'baudib1', 'AkaneSQ', 'pinguREFORMED', 'soopimus', 'RunRunRudolph', 'FrostFlame', 'Visionary']","['Intoner', 'wangalang']"
hype playerlist - [closedrandomXer game],closedrandomXer,47489,7455,Mafia,"['pinguREFORMED', 'benneh', 'wangalang', 'Visionary', 'kurbo', 'lol', 'Manny', 'iaafr']","['AkaneSQ', 'DevilsBrigade']"
!baitping - a new anni 2025 mechanic - [closedrandomXer game],closedrandomXer,47499,7457,Mafia,"['AkaneSQ', 'odd_turnip', 'sOHiJK', 'Spellblade', 'tepig19283', 'baudib1', 'Aoki Lapis', 'Intoner']","['Visionary', 'matt']"
you a round turbo - [closedrandomXer game],closedrandomXer,47503,7458,Mafia,"['raindrops434', 'kurbo', 'AkaneSQ', 'sOHiJK', 'Spellblade', 'odd_turnip', 'Visionary', 'benneh']","['Intoner', 'Aoki Lapis']"
please N1 me its 2 AM - [closedrandomXer game],closedrandomXer,47512,7460,Town,"['raindrops434', 'Intoner', 'wangalang', 'Spellblade', 'pinguREFORMED', 'Rockruff', 'kurbo', 'AkaneSQ']","['Creature', 'Pelipper']"
did not get baited by alexa. - [closedrandomXer game],closedrandomXer,47517,7461,Town,"['matt', 'Creature', 'raindrops434', 'Intoner', 'Pelipper', 'Haze with a Z', 'Aoki Lapis', 'tepig19283']","['wangalang', 'benneh']"
anni 2025 3p W - [closedrandomXer game],closedrandomXer,47522,7462,Town,"['raindrops434', 'Happy', 'Creature', 'benneh', 'sOHiJK', 'jess', 'soopimus', 'KarikiButterfly', 'Haze with a Z']","['matt', 'annika_']"
f u - [closedrandomXer game],closedrandomXer,47526,7463,Town,"['pinguREFORMED', 'matt', 'Intoner', 'Happy', 'jess', 'Pelipper', 'Ceki', 'annika_']","['benneh', 'AkaneSQ']"
+-1 - [closedrandomXer game],closedrandomXer,47532,7464,Mafia,"['AkaneSQ', 'matt', 'Creature', 'sOHiJK', 'Intoner', 'Xanjori', 'sheepsaysmeep', 'WizKvothe']","['baudib1', 'eepy']"
!bradping - [closedrandomXer game],closedrandomXer,47537,7465,Mafia,"['Creature', 'Intoner', 'sOHiJK', 'snally', 'gori', 'baudib1', 'Xanjori', 'Pelipper']","['dev', 'matt']"
Automated turbo game thread: 78318869-9b20-48 - [closedrandomXer game],closedrandomXer,47543,7466,Mafia,"['benneh', 'baudib1', 'bystander', 'AkaneSQ', 'Lanturn', 'Xanjori', 'Hallia', 'insomnia']","['sheepsaysmeep', 'pinguREFORMED']"
"big ham, mafia turbo baiter - [joat10 game]",joat10,47549,7467,Town,"['raindrops434', 'baudib1', 'Joey617', 'Visionary', 'Ominoire', 'Hyena', 'annika_', 'sOHiJK']","['Tutter', 'tepig19283']"
wowee - [joat10 game],joat10,47566,7471,Town,"['bystander', 'Zarathustra', 'matt', 'raindrops434', 'KarikiButterfly', 'reconspartan', 'baudib1', 'SeriousMafiaPlayer']","['JustWill0101', 'Visionary']"
another joat10 - [joat10 game],joat10,47570,7472,Town,"['Intoner', 'matt', 'raindrops434', 'annika_', 'Pelipper', 'tepig19283', 'KarikiButterfly', 'Haze with a Z']","['Happy', 'wangalang']"
Automated turbo game thread: 782ad788-3ec2-43 - [joat10 game],joat10,47574,7473,Town,"['Intoner', 'raindrops434', 'Visionary', 'Happy', 'annika_', 'pinguREFORMED', 'KarikiButterfly', 'matt']","['Haze with a Z', 'odd_turnip']"
NIPPLEMANNNNNNNNNNNNNNNNNNN - [joat10 game],joat10,47598,7477,Town,"['raindrops434', 'matt', 'benneh', 'JustWill0101', 'annika_', 'SheepButGood', 'Happy', 'Zharvakko']","['Spellblade', 'Pelipper']"
rain wolf - [joat10 game],joat10,47602,7478,Town,"['raindrops434', 'Lanturn', 'matt', 'Zharvakko', 'gori', 'AkaneSQ', 'KarikiButterfly', 'wangalang']","['notartzy', 'gamer']"
joat10 my beloved - [joat10 game],joat10,47606,7479,Town,"['raindrops434', 'notartzy', 'AkaneSQ', 'Hyena', 'JustWill0101', 'KarikiButterfly', 'gamer', 'matt']","['Happy', 'annika_']"
+-1 - [joat10 game],joat10,47615,7481,Town,"['odd_turnip', 'baudib1', 'Pelipper', 'Spellblade', 'sOHiJK', 'bystander', 'KarikiButterfly', 'Aeroyi']","['raindrops434', 'tepig19283']"
snurbo - [closedrandomXer game],closedrandomXer,47619,7482,Town,"['SheepButGood', 'Pelipper', 'Happy', 'jess', 'AkaneSQ', 'Intoner', 'odd_turnip', 'snally', 'reconspartan']","['pinguREFORMED', 'demo']"
Automated turbo game thread: 053f4e31-55d8-48 - [joat10 game],joat10,47654,7488,Mafia,"['Happy', 'Extreme Ways', 'BigMenLover9923', 'annika_', 'Intoner', 'pingers', 'Real Purr', 'tepig19283']","['dev', 'Haze with a Z']"
don't expect much - [joat10 game],joat10,47672,7490,Town,"['tepig19283', 'sheepsaysmeep', 'AkaneSQ', 'Happy', 'snally', 'KarikiButterfly', 'annika_', 'Pelipper']","['pingers', 'Tsubomi']"
title - [joat10 game],joat10,47689,7493,Town,"['Spellblade', 'snally', 'KarikiButterfly', 'Happy', 'Pelipper', 'joqiza', 'annika_', 'Illwei']","['tepig19283', 'sevenseas']"
help save me - [joat10 game],joat10,47759,7504,Town,"['AkaneSQ', 'Luna', 'Hyena', 'Spellblade', 'tepig19283', 'odd_turnip', 'bystander', 'Aeroyi']","['raindrops434', 'sevenseas']"
this ends N1 - [joat10 game],joat10,47783,7508,Town,"['AkaneSQ', 'pingers', 'ChekinNooget', 'Mentalist', 'Ascended Alive', 'Stake', 'dPJokL', 'bystander']","['raindrops434', 'annika_']"
this ends in f3 - [joat10 game],joat10,47794,7510,Town,"['AkaneSQ', 'dev', 'raindrops434', 'Spellblade', 'Intoner', 'grr', 'Frog on a Leaf', 'annika_']","['Happy', 'Ascended Alive']"
Automated turbo game thread: 19249cf2-53b9-4e - [closedrandomXer game],closedrandomXer,48002,7542,Town,"['Spellblade', 'Kajot', 'AkaneSQ', 'Elvira', 'Beedrill', 'tepig19283']",['gori']
oliwaz please come back - [joat10 game],joat10,48010,7543,Mafia,"['AkaneSQ', 'annika_', 'Spellblade', 'tepig19283', 'raindrops434', 'Mentalist', 'Luna', 'sOHiJK']","['Zarathustra', 'lemon.tangerine']"
help I was baited by Alexa - [joat10 game],joat10,48015,7544,Town,"['Ceki', 'Happy', 'Spellblade', 'AkaneSQ', 'Hyena', 'raindrops434', 'tepig19283', 'InstantHammer']","['kurbo', 'Kajot']"
Epic Mafia N2 Turbo Game 1 - [closedrandomXer game],closedrandomXer,48042,7549,Town,"['Syd Drew', 'Sprite', 'Tommy Oliver', 'iJayx', 'divorce', 'tepig19283']","['Porscha', 'Gira']"
Epic Mafia N2 Turbo Game 2 - [closedrandomXer game],closedrandomXer,48046,7550,Mafia,"['Syd Drew', 'Tommy Oliver', 'iJayx', 'tepig19283', 'Gira', 'divorce']","['Porscha', 'Sprite']"
Epic Mafia N2 Turbo Game 3 - [closedrandomXer game],closedrandomXer,48050,7551,Mafia,"['Tommy Oliver', 'tepig19283', 'Gira', 'divorce', 'Porscha', 'Sprite']","['Syd Drew', 'iJayx']"
Epic Mafia N2 Turbo Game 4 - [closedrandomXer game],closedrandomXer,48055,7552,Town,"['Tommy Oliver', 'iJayx', 'Gira', 'divorce', 'Porscha', 'Sprite']","['Syd Drew', 'tepig19283']"
Epic Mafia N2 Turbo Game 5 - [closedrandomXer game],closedrandomXer,48059,7553,Mafia,"['Tommy Oliver', 'iJayx', 'tepig19283', 'Gira', 'divorce', 'Sprite']","['Syd Drew', 'Porscha']"
Automated turbo game thread: 40dcb340-4656-4e - [joat10 game],joat10,48148,7569,Mafia,"['Abraham DeLacey', 'Sprigatito', 'Dark Forces', 'Butterr', 'Joe Bruin', 'Ex Lion Tamer', 'Big Ham, Mafia Goon', 'Thread Pull']","['The Turbo Team', 'moppo']"
Automated turbo game thread: b2f2ffd9-6154-44 - [joat10 game],joat10,48182,7574,Draw,"['Sprigatito', 'Dark Forces', 'Butterr', 'Joe Bruin', 'The Turbo Team', 'Ex Lion Tamer', 'moppo', 'Thread Pull']","['Abraham DeLacey', 'Big Ham, Mafia Goon']"
teletubbies <3 - [joat10 game],joat10,48191,7576,Town,"['pinguREFORMED', 'AkaneSQ', 'bobek', 'Intoner', 'Oliwaz144', 'colon three', 'eepy', 'asiago8']","['CatgirlMaple', 'Ceki']"
Automated turbo game thread: 34ee07e8-7c06-45 - [joat10 game],joat10,48197,7577,Mafia,"['colon three', 'pinguREFORMED', 'Mentalist', 'Adonalsium', 'kurbo', 'annika_', 'tepig19283', 'Cryowinter']","['AkaneSQ', 'Spellblade']"
akane wolf - [joat10 game],joat10,48201,7578,Mafia,"['snally', 'insomnia', 'alexa.', 'colon three', 'annika_', 'eepy', 'kurbo', 'AkaneSQ']","['pinguREFORMED', 'Spellblade']"
. - [closedrandomXer game],closedrandomXer,48205,7579,Mafia,"['LoreMaster', 'Oliwaz144', 'Intoner', 'tepig19283', 'raindrops434', 'AkaneSQ', 'Luna', 'insomnia']","['pinguREFORMED', 'Spellblade']"
Automated turbo game thread: 92a23dfd-1e72-44 - [joat10 game],joat10,48219,7582,Town,"['bobek', 'Frog on a Leaf', 'IDWriterComic', 'Luna', 'Eichenprozessionsspinner', 'eepy', 'odd_turnip', 'tepig19283']","['AkaneSQ', 'raindrops434']"
BigMenLover9923 rands pr - [closedrandomXer game],closedrandomXer,48225,7583,Town,"['BigMenLover9923', 'KarikiButterfly', 'FrostFlame', 'awesome5000', 'raindrops434', 'pinguREFORMED', 'AkaneSQ', 'colon three']","['Oliwaz144', 'Intoner']"
Title of game thread - [closedrandomXer game],closedrandomXer,48263,7591,Mafia,"['pinguREFORMED', 'AkaneSQ', 'IDWriterComic', 'lol', 'Spellblade', 'Luna', 'baudib1', 'awesome5000']","['tepig19283', 'Intoner']"
wheeeeeeeehooooooooo tow mater - [closedrandomXer game],closedrandomXer,48267,7592,Town,"['pinguREFORMED', 'baudib1', 'Intoner', 'awesome5000', 'tepig19283', 'reconspartan', 'Ceki', 'Frog on a Leaf']","['FrostFlame', 'Oliwaz144']"
make alexa stop baiting us - [closedrandomXer game],closedrandomXer,48271,7593,Town,"['IDWriterComic', 'Oliwaz144', 'Ceki', 'Intoner', 'baudib1', 'FrostFlame', 'tepig19283', 'pinguREFORMED']","['awesome5000', 'reconspartan']"
Automated turbo game thread: 274ad93f-f818-45 - [vig10 game],vig10,48279,7595,Town,"['IDWriterComic', 'awesome5000', 'Intoner', 'Manny', 'reconspartan', 'annika_', 'Pelipper', 'yogsloth']","['tepig19283', 'alexa.']"
ye - [ita10 game],ita10,48291,7597,Town,"['AkaneSQ', 'Spellblade', 'FrostFlame', 'Zarathustra', 'colon three', 'IDWriterComic', 'tepig19283', 'Ceki']","['raindrops434', 'awesome5000']"
gif game - [closedrandomXer game],closedrandomXer,48297,7598,Mafia,"['FrostFlame', 'Spellblade', 'IDWriterComic', 'AkaneSQ', 'Haru Okumura', 'benneh', 'insomnia', 'eepy']","['Intoner', 'Champ Siggi']"
porkbo - [joat10 game],joat10,48304,7600,Mafia,"['Intoner', 'baudib1', 'pinguREFORMED', 'FrostFlame', 'Luna', 'Zarathustra', 'Spellblade', 'tepig19283']","['BigMenLover9923', 'annika_']"
i (oli) have this copypasted - [closedrandomXer game],closedrandomXer,48309,7601,Town,"['IDWriterComic', 'AkaneSQ', 'raindrops434', 'Champ Siggi', 'dev', 'pinguREFORMED', 'awesome5000', 'Oliwaz144']","['eepy', 'colon three']"
random10er - [vig10 game],vig10,48314,7602,Town,"['awesome5000', 'pinguREFORMED', 'Pelipper', 'TwiceAlt', 'fires', 'Intoner', 'ducklett', 'dev']","['reconspartan', 'Luna']"
turby is dead - [joat10 game],joat10,48319,7603,Mafia,"['FrostFlame', 'BigMenLover9923', 'ducklett', 'awesome5000', 'pinguREFORMED', 'Pelipper', 'IDWriterComic', 'reconspartan']","['colon three', 'OOGABOOGAs']"
annika snow p2 - [joat10 game],joat10,48323,7604,Mafia,"['eepy', 'FrostFlame', 'snally', 'reconspartan', 'Pelipper', 'colon three', 'annika_', 'OOGABOOGAs']","['pinguREFORMED', 'Intoner']"
🤟 - [ita10 game],ita10,48327,7605,Mafia,"['pinguREFORMED', 'Pelipper', 'matt', 'Zharvakko', 'Apollo', 'John Mafia', 'Ceki', 'Garion']","['Manny', 'awesome5000']"
Automated turbo game thread: 82a8e794-4abd-47 - [closedrandomXer game],closedrandomXer,48336,7607,Mafia,"['annika_', 'matt', 'Tsubomi', 'IDWriterComic', 'tepig19283', 'Luna', 'pinguREFORMED', 'Waluigi']","['Zarathustra', 'awesome5000']"
i have this copypasted on PC - [closedrandomXer game],closedrandomXer,48341,7608,Mafia,"['baudib1', 'Oliwaz144', 'matt', 'pinguREFORMED', 'AkaneSQ', 'tepig19283', 'Tsubomi', 'Waluigi']","['TwiceAlt', 'awesome5000']"
Nya - [joat10 game],joat10,48350,7610,Town,"['Pelipper', 'Phoenix - Arizona', 'AkaneSQ', 'matt', 'reconspartan', 'pinguREFORMED', 'Haze with a Z', 'eepy']","['Oliwaz144', 'awesome5000']"
YES - [joat10 game],joat10,48355,7611,Town,"['Visionary', 'AkaneSQ', 'Intoner', 'awesome5000', 'annika_', 'Pelipper', 'BigMenLover9923', 'matt']","['DogboyCinnamon', 'Momiji']"
quick rand it - [joat10 game],joat10,48359,7612,Town,"['pinguREFORMED', 'baudib1', 'Spellblade', 'matt', 'annika_', 'CatgirlMaple', 'reconspartan', 'awesome5000']","['Pelipper', 'Intoner']"
momiji was here - [joat10 game],joat10,48363,7613,Town,"['Happy', 'pinguREFORMED', 'baudib1', 'Intoner', 'CatgirlMaple', 'annika_', 'matt', 'gamer']","['Spellblade', 'fires']"
joat10er - [joat10 game],joat10,48367,7614,Mafia,"['pinguREFORMED', 'CatgirlMaple', 'Spellblade', 'AkaneSQ', 'TwiceAlt', 'lol', 'Tsubomi', 'Lukeh']","['baudib1', 'eepy']"
meowza - [joat10 game],joat10,48371,7615,Mafia,"['pinguREFORMED', 'Lukeh', 'CatgirlMaple', 'raindrops434', 'Haze with a Z', 'Spellblade', 'AkaneSQ', 'Tsubomi']","['TwiceAlt', 'matt']"
i have this copypasted on PC - [joat10 game],joat10,48404,7622,Town,"['AkaneSQ', 'reconspartan', 'pinguREFORMED', 'tepig19283', 'Pelipper', 'Oliwaz144', 'awesome5000', 'colon three']","['raindrops434', 'Lukeh']"
Automated turbo game thread: 34f0c600-4b47-40 - [joat10 game],joat10,48408,7623,Town,"['Garden Gnome', 'Pelipper', 'matt', 'annika_', 'Lukeh', 'colon three', 'Zarathustra', 'Luna']","['Oliwaz144', 'Lanturn']"
in 10 for oliwaz - [joat10 game],joat10,48412,7624,Town,"['Oliwaz144', 'alexa.', 'Lukeh', 'Pelipper', 'annika_', 'pinguREFORMED', 'in 10 for oliwaz', 'gamer']","['Garden Gnome', 'Poochy']"
STAY BOY - [joat10 game],joat10,48425,7626,Town,"['annika_', 'awesome5000', 'Porscha', 'Intoner', 'eepy', 'Relm', 'Alexanny', 'yogsloth']","['matt', 'Zarathustra']"
Automated turbo game thread: 025863a1-ddef-40 - [joat10 game],joat10,48435,7628,Town,"['AkaneSQ', 'raindrops434', 'awesome5000', 'pinguREFORMED', 'colon three', 'Intoner', 'LoreMaster', 'eepy']","['Happy', 'insomnia']"
there will be two zero posters d1 - [joat10 game],joat10,48440,7629,Mafia,"['odd_turnip', 'matt', 'bystander', 'Pelipper', 'Intoner', 'annika_', 'IDWriterComic', 'awesome5000']","['Lukeh', 'pinguREFORMED']"
you won - [joat10 game],joat10,48444,7630,Town,"['pinguREFORMED', 'Lukeh', 'reconspartan', 'Intoner', 'awesome5000', 'Spellblade', 'yogsloth', 'annika_']","['matt', 'colon three']"
eepy turby - [joat10 game],joat10,48448,7631,Town,"['matt', 'awesome5000', 'fires', 'colon three', 'lemon.de', 'Lukeh', 'annika_', 'gamer']","['reconspartan', 'Intoner']"
turb - [joat10 game],joat10,48453,7632,Mafia,"['Happy', 'pinguREFORMED', 'awesome5000', 'insomnia', 'Pelipper', 'Intoner', 'baudib1', 'Lukeh']","['raindrops434', 'BigMenLover9923']"
low elo gaming - [closedrandomXer game],closedrandomXer,48457,7633,Town,"['Waluigi', 'colon three', 'pinguREFORMED', 'Lukeh', 'Pelipper', 'Intoner', 'insomnia', 'Happy']","['Chaos', 'AkaneSQ']"
second here - [closedrandomXer game],closedrandomXer,48461,7634,Town,"['Oliwaz144', 'matt', 'Lukeh', 'bystander', 'pinguREFORMED', 'reconspartan', 'Aeroyi', 'Donut Boy']","['Waluigi', 'awesome5000']"
i (oli) have this copypasted - [closedrandomXer game],closedrandomXer,48477,7637,Town,"['Oliwaz144', 'AkaneSQ', 'awesome5000', 'Luna', 'matt', 'Weird Al', 'Pelipper', 'Chaos']","['Happy', 'Lukeh']"
cop9 when - [cop9 game],cop9,48486,7639,Mafia,"['Happy', 'Pelipper', 'AkaneSQ', 'Lukeh', 'Weird Al', 'awesome5000', 'annika_']","['matt', 'Haze with a Z']"
alexa baited lmfao - [joat10 game],joat10,48490,7640,Mafia,"['baudib1', 'asiago8', 'Happy', 'bystander', 'annika_', 'Pelipper', 'awesome5000', 'Zharvakko']","['Lukeh', 'matt']"
